Route_ID,Time,Day,Weather,Traffic_Volume,Congestion_Level
12,02:56,Weekend,Clear,1776,Medium
4,07:54,Weekend,Clear,494,Medium
15,07:45,Weekend,Clear,1552,High
8,19:11,Weekend,Clear,895,High
11,03:45,Weekday,Rainy,949,High
5,20:31,Weekend,Clear,1102,Medium
19,07:22,Weekend,Foggy,1749,High
8,00:04,Weekend,Clear,1432,Medium
6,09:22,Weekday,Clear,917,High
18,22:10,Weekend,Clear,296,Low
16,17:52,Weekend,Clear,1573,High
8,17:11,Weekday,Rainy,973,High
1,04:13,Weekend,Clear,503,Low
14,00:42,Weekday,Rainy,247,Medium
3,12:31,Weekend,Clear,1264,Medium
15,07:56,Weekend,Clear,1848,High
15,11:08,Weekday,Foggy,538,Medium
17,18:22,Weekday,Clear,685,Medium
17,14:24,Weekend,Clear,665,Low
19,07:22,Weekend,Clear,942,High
7,03:09,Weekend,Clear,363,Low
7,00:56,Weekend,Clear,1850,Medium
10,12:14,Weekday,Rainy,348,Medium
1,02:12,Weekday,Clear,878,Medium
19,13:06,Weekday,Foggy,253,Medium
3,07:40,Weekday,Clear,445,Medium
6,21:03,Weekend,Clear,1692,Medium
11,07:55,Weekday,Clear,1658,High
18,21:09,Weekday,Rainy,1017,High
16,01:41,Weekday,Clear,803,Medium
1,00:15,Weekday,Clear,1391,Medium
1,09:56,Weekday,Clear,1138,High
2,22:08,Weekday,Clear,1803,High
1,01:41,Weekend,Clear,1445,Medium
12,20:10,Weekday,Clear,531,Low
17,02:38,Weekday,Clear,512,Low
5,22:08,Weekday,Clear,907,Medium
14,01:35,Weekday,Clear,560,Low
10,19:05,Weekend,Clear,407,Medium
16,19:57,Weekday,Clear,571,Medium
15,00:16,Weekday,Clear,757,Low
7,09:36,Weekend,Clear,1408,High
10,14:28,Weekday,Clear,516,Low
10,08:40,Weekday,Clear,483,Medium
11,05:37,Weekday,Foggy,554,Medium
13,20:23,Weekend,Clear,1684,Medium
19,23:50,Weekend,Clear,1082,Medium
18,04:21,Weekend,Clear,1137,Medium
13,05:18,Weekend,Clear,1341,Medium
8,18:27,Weekday,Foggy,1725,High
10,19:52,Weekend,Clear,846,High
13,20:10,Weekend,Clear,831,Medium
3,04:20,Weekend,Clear,1847,Medium
4,23:56,Weekday,Rainy,956,High
2,22:01,Weekday,Foggy,1060,High
2,04:06,Weekday,Clear,1445,Medium
7,00:23,Weekend,Foggy,934,Medium
5,17:11,Weekday,Clear,888,High
6,21:47,Weekend,Clear,1613,Medium
9,19:08,Weekday,Clear,1074,High
14,22:13,Weekend,Rainy,1823,Medium
9,17:39,Weekday,Clear,1115,High
17,12:06,Weekday,Clear,171,Low
19,21:00,Weekend,Clear,1192,Medium
12,23:40,Weekend,Clear,867,Medium
15,04:01,Weekday,Foggy,350,Medium
16,15:50,Weekend,Foggy,1178,Medium
11,02:28,Weekday,Clear,1225,Medium
15,17:42,Weekday,Clear,183,Medium
12,15:50,Weekday,Rainy,1361,High
3,12:21,Weekday,Rainy,356,Medium
17,04:17,Weekday,Clear,1628,High
1,14:56,Weekday,Clear,715,Low
13,06:15,Weekend,Clear,817,Medium
13,08:17,Weekday,Rainy,1379,High
16,03:50,Weekday,Foggy,591,Medium
2,14:31,Weekend,Rainy,1909,Medium
6,22:20,Weekday,Clear,820,Medium
15,07:52,Weekday,Rainy,531,High
17,06:50,Weekend,Clear,1933,Medium
14,20:05,Weekday,Clear,110,Low
17,19:32,Weekend,Clear,1186,High
13,10:20,Weekend,Clear,197,Low
9,07:38,Weekend,Clear,403,Medium
8,18:43,Weekday,Clear,410,Medium
9,17:12,Weekend,Clear,1000,High
1,03:46,Weekend,Foggy,1830,Medium
3,08:24,Weekend,Clear,951,High
16,21:25,Weekend,Clear,1322,Medium
8,15:05,Weekday,Clear,1840,High
4,05:31,Weekend,Clear,810,Medium
11,21:43,Weekday,Clear,1839,High
19,16:25,Weekend,Clear,1058,Medium
16,16:27,Weekend,Rainy,817,Medium
8,16:28,Weekday,Rainy,461,Medium
6,08:47,Weekend,Clear,1419,High
19,22:47,Weekend,Clear,1379,Medium
3,13:17,Weekend,Rainy,930,Medium
6,00:53,Weekday,Clear,436,Low
4,19:47,Weekend,Clear,831,High
5,22:56,Weekday,Clear,1785,High
15,06:43,Weekday,Clear,342,Low
19,03:55,Weekday,Rainy,426,Medium
18,21:03,Weekend,Clear,722,Low
15,19:14,Weekday,Clear,289,Medium
7,06:56,Weekend,Rainy,1761,Medium
11,21:29,Weekday,Clear,490,Low
12,16:15,Weekend,Clear,451,Low
2,20:14,Weekend,Clear,1690,Medium
9,06:31,Weekend,Clear,1303,Medium
11,04:33,Weekday,Foggy,1975,High
10,21:29,Weekday,Clear,232,Low
13,07:17,Weekend,Foggy,626,High
16,02:57,Weekday,Clear,1222,Medium
4,15:47,Weekend,Clear,529,Low
17,20:39,Weekday,Clear,1327,Medium
10,06:51,Weekday,Clear,707,Low
12,22:34,Weekend,Foggy,455,Medium
6,03:48,Weekday,Clear,1974,High
13,03:03,Weekday,Rainy,1300,High
7,15:04,Weekend,Clear,1742,Medium
8,21:08,Weekend,Rainy,891,Medium
8,18:49,Weekday,Clear,239,Medium
13,20:28,Weekday,Clear,1330,Medium
6,20:05,Weekday,Clear,690,Low
4,20:59,Weekday,Rainy,658,Medium
1,00:10,Weekend,Clear,1025,Medium
5,04:25,Weekday,Clear,810,Medium
6,13:45,Weekend,Clear,672,Low
6,05:59,Weekend,Rainy,1071,Medium
2,09:20,Weekday,Clear,1101,High
19,08:25,Weekday,Clear,483,Medium
14,03:08,Weekday,Clear,1105,Medium
8,09:33,Weekend,Clear,1399,High
5,02:17,Weekend,Clear,169,Low
3,10:21,Weekend,Clear,1569,Medium
11,01:06,Weekend,Clear,1458,Medium
13,12:26,Weekday,Foggy,1750,High
2,14:14,Weekend,Clear,1679,Medium
9,20:30,Weekend,Rainy,1725,Medium
17,09:35,Weekend,Rainy,1145,High
4,01:52,Weekend,Clear,911,Medium
13,16:51,Weekday,Clear,1557,High
12,02:26,Weekday,Clear,1461,Medium
8,00:38,Weekend,Clear,1414,Medium
7,03:42,Weekend,Rainy,950,Medium
18,10:41,Weekend,Rainy,1240,Medium
18,19:58,Weekday,Foggy,361,High
17,04:25,Weekend,Clear,1087,Medium
9,04:39,Weekend,Rainy,333,Medium
18,10:33,Weekday,Clear,630,Low
3,10:05,Weekday,Clear,719,Low
18,09:44,Weekend,Clear,1434,High
16,00:53,Weekend,Clear,227,Low
16,00:04,Weekday,Clear,1082,Medium
16,08:02,Weekday,Clear,1188,High
4,12:45,Weekend,Clear,1391,Medium
12,20:47,Weekday,Clear,417,Low
3,22:49,Weekend,Clear,1442,Medium
9,14:42,Weekday,Rainy,1379,High
18,09:21,Weekday,Rainy,603,High
7,10:27,Weekend,Clear,1716,Medium
5,04:28,Weekend,Clear,1566,Medium
11,04:46,Weekday,Clear,1386,Medium
15,18:55,Weekend,Clear,278,Medium
3,04:12,Weekday,Clear,1710,High
4,21:25,Weekend,Rainy,748,Medium
14,14:56,Weekend,Clear,344,Low
17,07:28,Weekend,Clear,1394,High
18,08:54,Weekday,Rainy,1938,High
11,15:15,Weekend,Rainy,1747,Medium
11,23:17,Weekend,Clear,498,Low
16,05:29,Weekday,Clear,926,Medium
19,22:57,Weekday,Clear,1453,Medium
5,07:46,Weekday,Clear,1932,High
15,21:47,Weekday,Clear,1948,High
6,22:19,Weekday,Clear,1444,Medium
11,18:05,Weekend,Clear,1815,High
18,21:39,Weekend,Clear,314,Low
4,08:39,Weekend,Clear,1108,High
12,22:32,Weekday,Clear,1980,High
8,13:41,Weekend,Clear,1715,Medium
19,14:47,Weekend,Rainy,1200,Medium
15,17:51,Weekend,Foggy,1095,High
7,08:28,Weekday,Rainy,191,High
16,21:02,Weekend,Clear,437,Low
4,04:53,Weekday,Clear,1815,High
12,12:02,Weekend,Clear,1437,Medium
4,19:42,Weekday,Clear,1717,High
11,10:23,Weekday,Rainy,1413,High
3,17:49,Weekend,Clear,899,High
14,08:08,Weekend,Rainy,1978,High
15,01:54,Weekday,Clear,1726,High
14,22:48,Weekend,Rainy,336,Medium
5,07:55,Weekend,Foggy,1351,High
14,07:45,Weekday,Clear,407,Medium
6,11:53,Weekday,Clear,623,Low
18,06:36,Weekday,Clear,1766,High
9,21:03,Weekend,Clear,529,Low
15,16:42,Weekend,Foggy,554,Medium
1,06:19,Weekday,Clear,1577,High
16,15:02,Weekday,Clear,1879,High
13,07:08,Weekday,Clear,1725,High
15,21:24,Weekday,Clear,1695,High
9,09:50,Weekday,Clear,1682,High
11,04:03,Weekend,Foggy,616,Medium
2,19:02,Weekday,Clear,1270,High
13,11:35,Weekend,Clear,115,Low
18,13:59,Weekday,Clear,115,Low
15,05:41,Weekday,Clear,1793,High
18,22:15,Weekday,Clear,106,Low
6,11:21,Weekend,Rainy,1527,Medium
8,07:41,Weekend,Clear,245,Medium
12,18:17,Weekend,Rainy,1002,High
7,03:40,Weekend,Clear,1582,Medium
5,23:52,Weekend,Rainy,1966,Medium
12,00:43,Weekend,Clear,791,Low
12,03:48,Weekend,Clear,195,Low
10,04:24,Weekend,Clear,1549,Medium
8,23:57,Weekday,Foggy,713,Medium
3,23:16,Weekday,Clear,919,Medium
18,12:39,Weekday,Clear,727,Low
7,20:33,Weekday,Clear,1351,Medium
5,10:57,Weekend,Rainy,1797,Medium
15,14:31,Weekend,Rainy,1565,Medium
19,08:07,Weekday,Clear,446,Medium
3,22:32,Weekend,Clear,520,Low
7,06:09,Weekend,Clear,322,Low
18,17:53,Weekend,Foggy,1249,High
19,16:37,Weekend,Rainy,291,Medium
1,06:39,Weekday,Rainy,573,Medium
1,18:16,Weekend,Clear,1621,High
2,20:21,Weekday,Clear,1711,High
11,20:51,Weekend,Clear,1579,Medium
14,01:57,Weekend,Clear,1776,Medium
11,18:42,Weekend,Rainy,1570,High
12,13:18,Weekend,Foggy,1458,Medium
3,01:37,Weekend,Foggy,675,Medium
12,12:16,Weekend,Rainy,244,Medium
12,19:18,Weekday,Clear,294,Medium
14,05:14,Weekend,Rainy,571,Medium
10,08:57,Weekday,Clear,213,Medium
10,23:38,Weekend,Clear,1644,Medium
2,13:52,Weekend,Clear,1631,Medium
1,16:32,Weekday,Clear,307,Low
14,15:32,Weekend,Clear,222,Low
13,13:43,Weekend,Clear,834,Medium
16,11:40,Weekday,Clear,539,Low
8,06:35,Weekend,Rainy,657,Medium
18,04:07,Weekday,Clear,606,Low
15,18:07,Weekend,Clear,631,Medium
14,01:54,Weekend,Clear,721,Low
9,02:10,Weekend,Clear,1959,Medium
7,06:58,Weekday,Clear,1150,Medium
14,16:42,Weekday,Clear,116,Low
11,06:22,Weekday,Clear,1384,Medium
19,05:33,Weekday,Foggy,1887,High
8,13:30,Weekend,Clear,770,Low
11,14:25,Weekend,Clear,515,Low
3,08:00,Weekday,Foggy,949,High
6,09:47,Weekend,Clear,1996,High
4,00:32,Weekday,Clear,1864,High
6,15:07,Weekend,Rainy,1425,Medium
3,04:31,Weekend,Clear,1227,Medium
5,05:22,Weekend,Clear,1145,Medium
9,06:28,Weekday,Clear,862,Medium
13,22:32,Weekend,Rainy,1553,Medium
11,15:13,Weekday,Clear,1154,Medium
19,18:48,Weekday,Rainy,1075,High
16,00:31,Weekday,Foggy,1056,High
10,10:13,Weekday,Foggy,1546,High
15,07:02,Weekend,Clear,1781,High
8,23:41,Weekend,Clear,233,Low
18,23:37,Weekend,Clear,613,Low
13,16:48,Weekend,Clear,1298,Medium
10,03:58,Weekend,Clear,1243,Medium
5,16:44,Weekend,Clear,514,Low
19,20:36,Weekend,Clear,873,Medium
11,18:12,Weekday,Clear,1326,High
6,04:03,Weekday,Clear,1344,Medium
4,19:28,Weekend,Rainy,1304,High
17,23:39,Weekday,Rainy,1016,High
7,23:08,Weekend,Clear,982,Medium
3,03:47,Weekday,Rainy,1249,High
17,18:47,Weekend,Clear,992,High
12,15:11,Weekday,Clear,827,Medium
18,19:56,Weekend,Clear,1403,High
4,03:43,Weekday,Clear,1527,High
18,10:39,Weekend,Clear,618,Low
11,20:02,Weekday,Clear,1153,Medium
9,07:47,Weekday,Clear,1817,High
12,17:04,Weekday,Foggy,941,High
2,14:33,Weekday,Rainy,151,Medium
17,17:00,Weekend,Clear,1109,High
9,21:18,Weekend,Foggy,720,Medium
18,21:56,Weekday,Clear,1223,Medium
5,21:30,Weekday,Rainy,1489,High
9,09:21,Weekend,Rainy,1360,High
15,05:00,Weekend,Clear,800,Medium
3,13:19,Weekday,Clear,1301,Medium
3,10:52,Weekend,Clear,903,Medium
2,00:59,Weekend,Clear,1350,Medium
16,01:32,Weekend,Clear,942,Medium
14,16:36,Weekend,Clear,652,Low
18,22:12,Weekend,Rainy,258,Medium
9,06:19,Weekend,Rainy,170,Medium
12,15:13,Weekend,Foggy,1406,Medium
18,19:03,Weekend,Clear,1269,High
17,15:39,Weekday,Rainy,826,High
6,05:11,Weekend,Rainy,840,Medium
4,10:22,Weekend,Clear,1984,Medium
14,13:32,Weekend,Clear,1108,Medium
1,00:27,Weekday,Rainy,1219,High
17,18:43,Weekend,Clear,476,Medium
18,16:17,Weekend,Clear,334,Low
14,06:59,Weekend,Clear,1130,Medium
17,13:35,Weekday,Clear,1034,Medium
2,01:25,Weekend,Clear,512,Low
2,03:19,Weekend,Clear,939,Medium
18,13:27,Weekend,Foggy,1894,Medium
18,05:28,Weekday,Clear,1088,Medium
8,20:36,Weekend,Clear,1198,Medium
8,09:52,Weekday,Clear,1349,High
1,19:03,Weekday,Clear,1090,High
7,15:28,Weekend,Clear,1789,Medium
14,19:21,Weekday,Clear,637,Medium
8,22:14,Weekday,Clear,1556,High
3,18:59,Weekday,Foggy,1126,High
12,22:55,Weekend,Clear,1567,Medium
11,22:57,Weekday,Clear,1725,High
16,12:41,Weekday,Rainy,1830,High
10,15:19,Weekday,Rainy,1353,High
17,09:03,Weekday,Clear,1084,High
17,03:11,Weekday,Clear,1315,Medium
1,05:47,Weekend,Clear,1680,Medium
11,00:09,Weekday,Foggy,400,Medium
12,14:24,Weekend,Clear,1593,Medium
17,14:22,Weekday,Rainy,1894,High
13,03:18,Weekday,Clear,689,Low
8,21:26,Weekend,Clear,1566,Medium
16,06:53,Weekend,Clear,265,Low
13,20:20,Weekend,Rainy,670,Medium
18,04:50,Weekend,Clear,815,Medium
12,15:11,Weekday,Rainy,1144,High
6,07:42,Weekend,Rainy,774,High
5,10:41,Weekday,Clear,646,Low
3,07:07,Weekday,Clear,1759,High
12,09:42,Weekday,Clear,1532,High
18,21:12,Weekend,Clear,999,Medium
18,12:22,Weekend,Clear,221,Low
2,11:50,Weekday,Rainy,1697,High
7,05:48,Weekday,Clear,458,Low
4,01:23,Weekend,Clear,1002,Medium
12,09:27,Weekend,Rainy,1250,High
13,10:44,Weekend,Rainy,1001,Medium
12,15:12,Weekday,Clear,150,Low
16,09:24,Weekday,Clear,556,Medium
8,22:03,Weekend,Rainy,613,Medium
9,23:15,Weekday,Rainy,1632,High
12,21:51,Weekday,Clear,1802,High
16,07:22,Weekday,Rainy,797,High
1,01:36,Weekend,Clear,1565,Medium
1,02:24,Weekday,Clear,1870,High
4,06:46,Weekday,Clear,1260,Medium
5,10:04,Weekend,Foggy,302,Medium
7,14:10,Weekday,Clear,1263,Medium
3,19:30,Weekday,Clear,1479,High
8,02:47,Weekend,Clear,1644,Medium
19,21:09,Weekday,Clear,1358,Medium
12,15:05,Weekend,Clear,1907,Medium
16,13:38,Weekend,Rainy,1678,Medium
7,04:33,Weekday,Rainy,880,High
3,19:13,Weekday,Rainy,1387,High
14,22:29,Weekend,Clear,1803,Medium
8,01:56,Weekend,Clear,1124,Medium
1,09:35,Weekend,Clear,831,High
19,14:41,Weekday,Clear,1912,High
17,17:52,Weekday,Clear,1693,High
13,07:15,Weekend,Clear,1026,High
2,13:31,Weekday,Clear,1155,Medium
14,20:37,Weekday,Clear,1808,High
15,01:10,Weekend,Rainy,1910,Medium
14,03:20,Weekend,Rainy,1717,Medium
11,12:56,Weekend,Rainy,565,Medium
1,21:01,Weekend,Clear,1714,Medium
11,17:57,Weekday,Clear,1794,High
15,03:28,Weekend,Rainy,1571,Medium
12,23:32,Weekday,Clear,922,Medium
3,15:52,Weekend,Clear,1609,Medium
4,12:53,Weekday,Clear,1687,High
13,10:07,Weekend,Clear,918,Medium
11,12:26,Weekend,Clear,792,Low
17,09:31,Weekday,Clear,1652,High
17,12:03,Weekday,Clear,545,Low
2,22:09,Weekend,Clear,285,Low
16,13:41,Weekday,Clear,1173,Medium
6,13:35,Weekend,Clear,1441,Medium
18,09:20,Weekday,Foggy,302,High
7,09:23,Weekend,Clear,1560,High
6,18:39,Weekend,Rainy,833,High
1,04:53,Weekday,Clear,1999,High
2,23:21,Weekday,Clear,1198,Medium
6,17:24,Weekday,Foggy,1238,High
18,08:39,Weekend,Clear,969,High
6,18:35,Weekend,Clear,306,Medium
18,11:19,Weekend,Clear,234,Low
8,00:03,Weekday,Rainy,101,Medium
8,21:19,Weekend,Clear,1906,Medium
1,12:56,Weekend,Clear,953,Medium
16,00:15,Weekend,Clear,1632,Medium
3,05:52,Weekday,Foggy,1510,High
15,16:00,Weekday,Clear,424,Low
10,17:02,Weekend,Clear,369,Medium
15,02:05,Weekday,Clear,416,Low
1,20:47,Weekend,Rainy,550,Medium
8,00:27,Weekday,Clear,844,Medium
11,19:25,Weekday,Clear,1903,High
10,21:29,Weekday,Clear,892,Medium
17,15:00,Weekday,Clear,1795,High
12,12:22,Weekend,Clear,1774,Medium
19,15:38,Weekend,Clear,197,Low
17,12:42,Weekday,Clear,710,Low
6,10:25,Weekend,Rainy,993,Medium
17,12:51,Weekend,Clear,1885,Medium
16,18:47,Weekday,Clear,1816,High
15,04:28,Weekday,Clear,723,Low
7,09:13,Weekday,Clear,1283,High
3,02:01,Weekday,Clear,740,Low
